"","reference","species","compound","Mother_tissue","Mother_concentration","Mother_concentration_cen","Offspring_concentration","Offspring_concentration_cen","log_Kow_KOWWIN","logKOW_exp","logKOW_VEGA","Mol_Weigth_g.mol","Hydrogen.Bond.Donor.Count","Hydrogen.Bond.Acceptor.Count","RotatableBondCount","TopologicalPolarSurfaceArea","HeavyAtomCount","FormalCharge","Complexity","Volume","CASRN","PCB_coplanar","PCB_fourCl","PCB_twopara","PCB_twometa","compound_class_broad"
"422","Basile et al 2011","M. terrapin","PBDE 153","liver_concentration",7.36677115987461,FALSE,6.28536285362854,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,276,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"423","Basile et al 2011","M. terrapin","HCB","liver_concentration",1.84952978056426,FALSE,0.59040590405904,FALSE,5.86,5.73,NA,"284.8",0,0,0,0,12,0,104,167,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"424","Basile et al 2011","M. terrapin","Oxychlordane","liver_concentration",74.9216300940439,FALSE,104.182041820418,FALSE,5.48,NA,NA,"423.7",0,1,0,12.5,19,0,548,247.28,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"425","Basile et al 2011","M. terrapin","PCB 74","liver_concentration",31.3479623824451,FALSE,46.8634686346863,FALSE,6.34,6.67,NA,"292",0,0,1,0,16,0,225,209.59,"32690-93-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"426","Basile et al 2011","M. terrapin","PCB 66","liver_concentration",21.5673981191223,FALSE,40.2214022140221,FALSE,6.34,6.31,NA,"292",0,0,1,0,16,0,233,209.59,"32598-10-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"427","Basile et al 2011","M. terrapin","PCB 99","liver_concentration",120.689655172414,FALSE,210.332103321033,FALSE,6.98,7.21,NA,"326.4",0,0,1,0,17,0,259,223.13,"38380-01-7","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"428","Basile et al 2011","M. terrapin","p,p'-DDE","liver_concentration",162.382445141066,FALSE,246.0024600246,FALSE,5.87,NA,NA,"318",0,0,2,0,18,0,269,237.01,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"429","Basile et al 2011","M. terrapin","PCB 154","liver_concentration",8.74608150470219,FALSE,12.6691266912669,FALSE,7.62,NA,NA,"360.88",0,0,1,0,18,0,274,236.67,"60145-22-4","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"430","Basile et al 2011","M. terrapin","PCB 107","liver_concentration",3.76175548589342,FALSE,12.0049200492005,FALSE,6.98,NA,NA,"326.4",0,0,1,0,17,0,259,223.13,"70424-68-9","CP1","4CL","--","2M","PCB - Polychlorinated biphenyls"
"431","Basile et al 2011","M. terrapin","PCB 149","liver_concentration",3.38557993730408,FALSE,3.27183271832718,FALSE,7.62,7.28,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-04-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"432","Basile et al 2011","M. terrapin","PCB 118","liver_concentration",257.680250783699,FALSE,382.533825338253,FALSE,6.98,7.12,NA,"326.4",0,0,1,0,17,0,259,223.13,"31508-00-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"433","Basile et al 2011","M. terrapin","p,p'-DDD","liver_concentration",3.82445141065831,FALSE,1.21771217712177,FALSE,5.87,6.02,NA,"320.05",0,0,3,0,18,0,218,243.25,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"434","Basile et al 2011","M. terrapin","PCB 188","liver_concentration",16.6457680250784,FALSE,1.27921279212792,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,287,250.2,"74487-85-7","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"435","Basile et al 2011","M. terrapin","PCB 146","liver_concentration",34.4827586206897,FALSE,39.7293972939729,FALSE,7.62,7.19,NA,"360.9",0,0,1,0,18,0,286,236.67,"51908-16-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"436","Basile et al 2011","M. terrapin","PCB 153_132","liver_concentration",736.677115987461,FALSE,857.318573185732,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,NA,236.67,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"437","Basile et al 2011","M. terrapin","PCB 105","liver_concentration",68.6520376175549,FALSE,94.3419434194342,FALSE,6.98,6.79,NA,"326.4",0,0,1,0,17,0,259,223.13,"32598-14-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"438","Basile et al 2011","M. terrapin","PCB 137","liver_concentration",5.23510971786834,FALSE,6.62976629766298,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35694-06-5","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"439","Basile et al 2011","M. terrapin","PCB 163","liver_concentration",41.3793103448276,FALSE,24.60024600246,FALSE,7.62,7.2,NA,"360.9",0,0,1,0,18,0,272,236.67,"74472-44-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"440","Basile et al 2011","M. terrapin","PCB 138","liver_concentration",207.523510971787,FALSE,247.232472324723,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35065-28-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"441","Basile et al 2011","M. terrapin","PCB 158","liver_concentration",16.551724137931,FALSE,17.3431734317343,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,286,236.67,"74472-42-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"442","Basile et al 2011","M. terrapin","PCB 178","liver_concentration",134.48275862069,FALSE,13.0381303813038,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-67-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"443","Basile et al 2011","M. terrapin","PCB 187","liver_concentration",98.1191222570533,FALSE,73.6777367773678,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-68-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"444","Basile et al 2011","M. terrapin","PCB 183","liver_concentration",64.8902821316614,FALSE,66.0516605166052,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-69-1","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"445","Basile et al 2011","M. terrapin","PCB 167","liver_concentration",17.8683385579937,FALSE,21.0332103321033,FALSE,7.62,7.5,NA,"360.9",0,0,1,0,18,0,274,236.67,"52663-72-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"446","Basile et al 2011","M. terrapin","PCB 177","liver_concentration",32.2884012539185,FALSE,5.67035670356704,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-70-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"447","Basile et al 2011","M. terrapin","PCB 202","liver_concentration",15.8307210031348,FALSE,13.2841328413284,FALSE,8.91,7.73,NA,"429.8",0,0,1,0,20,0,279,263.74,"2136-99-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"448","Basile et al 2011","M. terrapin","PCB 156","liver_concentration",22.0062695924765,FALSE,22.5092250922509,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-08-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"449","Basile et al 2011","M. terrapin","PCB 201","liver_concentration",14.7335423197492,FALSE,4.99384993849938,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"40186-71-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"450","Basile et al 2011","M. terrapin","PCB 157","liver_concentration",8.11912225705329,FALSE,8.36408364083641,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,274,236.67,"69782-90-7","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"451","Basile et al 2011","M. terrapin","PCB 172","liver_concentration",0.846394984326019,FALSE,1.03321033210332,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-74-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"452","Basile et al 2011","M. terrapin","PCB 197","liver_concentration",5.92476489028213,FALSE,4.26814268142681,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,307,263.74,"33091-17-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"453","Basile et al 2011","M. terrapin","PCB 180_193","liver_concentration",107.523510971787,FALSE,99.2619926199262,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,NA,250.2,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"454","Basile et al 2011","M. terrapin","PCB 191","liver_concentration",1.5987460815047,FALSE,1.57441574415744,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"74472-50-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"455","Basile et al 2011","M. terrapin","PCB 170","liver_concentration",31.3479623824451,FALSE,29.520295202952,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"35065-30-6","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"456","Basile et al 2011","M. terrapin","Mirex","liver_concentration",8.84012539184953,FALSE,5.89175891758918,FALSE,7.01,6.89,NA,"545.5",0,0,0,0,12,0,567,285.89,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"457","Basile et al 2011","M. terrapin","PCB 199","liver_concentration",11.9122257053292,FALSE,9.42189421894219,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"52663-75-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"458","Basile et al 2011","M. terrapin","PCB 203_196","liver_concentration",28.2758620689655,FALSE,20.6642066420664,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,NA,263.74,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"459","Basile et al 2011","M. terrapin","PCB 189","liver_concentration",2.25705329153605,FALSE,1.99261992619926,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"39635-31-9","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"460","Basile et al 2011","M. terrapin","PCB 208","liver_concentration",5.17241379310345,FALSE,3.76383763837638,FALSE,9.56,8.16,NA,"464.2",0,0,1,0,21,0,337,277.27,"52663-77-1","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"461","Basile et al 2011","M. terrapin","PCB 195","liver_concentration",3.44827586206897,FALSE,2.92742927429274,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,323,263.74,"52663-78-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"462","Basile et al 2011","M. terrapin","PCB 207","liver_concentration",3.60501567398119,FALSE,2.0910209102091,FALSE,9.56,NA,NA,"464.2",0,0,1,0,21,0,351,277.27,"52663-79-3","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"463","Basile et al 2011","M. terrapin","PCB 194","liver_concentration",21.4420062695925,FALSE,14.6371463714637,FALSE,8.91,8.68,NA,"429.8",0,0,1,0,20,0,307,263.74,"35694-08-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"464","Basile et al 2011","M. terrapin","PCB 206","liver_concentration",13.8557993730408,FALSE,8.09348093480935,FALSE,9.56,9.14,NA,"464.2",0,0,1,0,21,0,351,277.27,"40186-72-9","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"465","Basile et al 2011","M. terrapin","PCB 209","liver_concentration",10.2194357366771,FALSE,4.66174661746617,FALSE,10.2,8.27,NA,"498.6",0,0,1,0,22,0,326,290.81,"2051-24-3","---","---","--","-","PCB - Polychlorinated biphenyls"
"466","Basile et al 2011","M. terrapin","PBDE 100","liver_concentration",5.61128526645768,FALSE,6.32226322263223,FALSE,7.66,NA,NA,"564.7",0,1,2,9.2,18,0,265,253.86,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"467","Basile et al 2011","M. terrapin","PBDE 155","liver_concentration",2.60188087774295,FALSE,2.34932349323493,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,252,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"468","Basile et al 2011","M. terrapin","PBDE 154","liver_concentration",5.8307210031348,FALSE,4.90774907749078,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,292,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"469","Basile et al 2011","M. terrapin","PBDE 153","liver_concentration",7.36677115987461,FALSE,5.79335793357933,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,276,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"470","Basile et al 2011","M. terrapin","Oxychlordane","liver_concentration",74.9216300940439,FALSE,74.7847478474785,FALSE,5.48,NA,NA,"423.7",0,1,0,12.5,19,0,548,247.28,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"471","Basile et al 2011","M. terrapin","PCB 74","liver_concentration",31.3479623824451,FALSE,31.6113161131611,FALSE,6.34,6.67,NA,"292",0,0,1,0,16,0,225,209.59,"32690-93-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"472","Basile et al 2011","M. terrapin","PCB 66","liver_concentration",21.5673981191223,FALSE,24.7232472324723,FALSE,6.34,6.31,NA,"292",0,0,1,0,16,0,233,209.59,"32598-10-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"473","Basile et al 2011","M. terrapin","PCB 99","liver_concentration",120.689655172414,FALSE,159.90159901599,FALSE,6.98,7.21,NA,"326.4",0,0,1,0,17,0,259,223.13,"38380-01-7","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"474","Basile et al 2011","M. terrapin","p,p'-DDE","liver_concentration",162.382445141066,FALSE,172.20172201722,FALSE,5.87,NA,NA,"318",0,0,2,0,18,0,269,237.01,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"475","Basile et al 2011","M. terrapin","PCB 154","liver_concentration",8.74608150470219,FALSE,9.58179581795818,FALSE,7.62,NA,NA,"360.88",0,0,1,0,18,0,274,236.67,"60145-22-4","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"476","Basile et al 2011","M. terrapin","PCB 107","liver_concentration",3.76175548589342,FALSE,8.92988929889299,FALSE,6.98,NA,NA,"326.4",0,0,1,0,17,0,259,223.13,"70424-68-9","CP1","4CL","--","2M","PCB - Polychlorinated biphenyls"
"477","Basile et al 2011","M. terrapin","PCB 149","liver_concentration",3.38557993730408,FALSE,2.65682656826568,FALSE,7.62,7.28,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-04-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"478","Basile et al 2011","M. terrapin","PCB 118","liver_concentration",257.680250783699,FALSE,281.672816728167,FALSE,6.98,7.12,NA,"326.4",0,0,1,0,17,0,259,223.13,"31508-00-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"479","Basile et al 2011","M. terrapin","p,p'-DDD","liver_concentration",3.82445141065831,FALSE,0.959409594095941,FALSE,5.87,6.02,NA,"320.05",0,0,3,0,18,0,218,243.25,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"480","Basile et al 2011","M. terrapin","PCB 188","liver_concentration",16.6457680250784,FALSE,1.13161131611316,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,287,250.2,"74487-85-7","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"481","Basile et al 2011","M. terrapin","PCB 146","liver_concentration",34.4827586206897,FALSE,29.2742927429274,FALSE,7.62,7.19,NA,"360.9",0,0,1,0,18,0,286,236.67,"51908-16-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"482","Basile et al 2011","M. terrapin","PCB 153_132","liver_concentration",736.677115987461,FALSE,646.986469864699,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,NA,236.67,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"483","Basile et al 2011","M. terrapin","PCB 105","liver_concentration",68.6520376175549,FALSE,70.7257072570726,FALSE,6.98,6.79,NA,"326.4",0,0,1,0,17,0,259,223.13,"32598-14-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"484","Basile et al 2011","M. terrapin","PCB 137","liver_concentration",5.23510971786834,FALSE,5.07995079950799,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35694-06-5","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"485","Basile et al 2011","M. terrapin","PCB 163","liver_concentration",41.3793103448276,FALSE,19.8031980319803,FALSE,7.62,7.2,NA,"360.9",0,0,1,0,18,0,272,236.67,"74472-44-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"486","Basile et al 2011","M. terrapin","PCB 138","liver_concentration",207.523510971787,FALSE,182.041820418204,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35065-28-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"487","Basile et al 2011","M. terrapin","PCB 158","liver_concentration",16.551724137931,FALSE,13.6531365313653,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,286,236.67,"74472-42-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"488","Basile et al 2011","M. terrapin","PCB 178","liver_concentration",134.48275862069,FALSE,9.60639606396064,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-67-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"489","Basile et al 2011","M. terrapin","PCB 187","liver_concentration",98.1191222570533,FALSE,53.5055350553505,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-68-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"490","Basile et al 2011","M. terrapin","PCB 183","liver_concentration",64.8902821316614,FALSE,49.4464944649446,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-69-1","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"491","Basile et al 2011","M. terrapin","PCB 167","liver_concentration",17.8683385579937,FALSE,15.8671586715867,FALSE,7.62,7.5,NA,"360.9",0,0,1,0,18,0,274,236.67,"52663-72-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"492","Basile et al 2011","M. terrapin","PCB 177","liver_concentration",32.2884012539185,FALSE,4.39114391143911,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-70-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"493","Basile et al 2011","M. terrapin","PCB 202","liver_concentration",15.8307210031348,FALSE,9.7539975399754,FALSE,8.91,7.73,NA,"429.8",0,0,1,0,20,0,279,263.74,"2136-99-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"494","Basile et al 2011","M. terrapin","PCB 156","liver_concentration",22.0062695924765,FALSE,17.8351783517835,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-08-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"495","Basile et al 2011","M. terrapin","PCB 201","liver_concentration",14.7335423197492,FALSE,3.86223862238622,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"40186-71-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"496","Basile et al 2011","M. terrapin","PCB 157","liver_concentration",8.11912225705329,FALSE,6.64206642066421,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,274,236.67,"69782-90-7","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"497","Basile et al 2011","M. terrapin","PCB 172","liver_concentration",0.846394984326019,FALSE,0.873308733087331,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-74-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"498","Basile et al 2011","M. terrapin","PCB 197","liver_concentration",5.92476489028213,FALSE,3.37023370233702,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,307,263.74,"33091-17-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"499","Basile et al 2011","M. terrapin","PCB 180_193","liver_concentration",107.523510971787,FALSE,76.8757687576876,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,NA,250.2,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"500","Basile et al 2011","M. terrapin","PCB 191","liver_concentration",1.5987460815047,FALSE,1.36531365313653,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"74472-50-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"501","Basile et al 2011","M. terrapin","PCB 170","liver_concentration",31.3479623824451,FALSE,23.1242312423124,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"35065-30-6","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"502","Basile et al 2011","M. terrapin","Mirex","liver_concentration",8.84012539184953,FALSE,4.5510455104551,FALSE,7.01,6.89,NA,"545.5",0,0,0,0,12,0,567,285.89,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"503","Basile et al 2011","M. terrapin","PCB 199","liver_concentration",11.9122257053292,FALSE,7.10947109471095,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"52663-75-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"504","Basile et al 2011","M. terrapin","PCB 203_196","liver_concentration",28.2758620689655,FALSE,16.2361623616236,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,NA,263.74,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"505","Basile et al 2011","M. terrapin","PCB 189","liver_concentration",2.25705329153605,FALSE,1.68511685116851,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"39635-31-9","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"506","Basile et al 2011","M. terrapin","PCB 208","liver_concentration",5.17241379310345,FALSE,2.9520295202952,FALSE,9.56,8.16,NA,"464.2",0,0,1,0,21,0,337,277.27,"52663-77-1","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"507","Basile et al 2011","M. terrapin","PCB 195","liver_concentration",3.44827586206897,FALSE,2.3370233702337,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,323,263.74,"52663-78-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"508","Basile et al 2011","M. terrapin","PCB 207","liver_concentration",3.60501567398119,FALSE,1.79581795817958,FALSE,9.56,NA,NA,"464.2",0,0,1,0,21,0,351,277.27,"52663-79-3","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"509","Basile et al 2011","M. terrapin","PCB 194","liver_concentration",21.4420062695925,FALSE,11.8327183271833,FALSE,8.91,8.68,NA,"429.8",0,0,1,0,20,0,307,263.74,"35694-08-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"510","Basile et al 2011","M. terrapin","PCB 206","liver_concentration",13.8557993730408,FALSE,6.46986469864699,FALSE,9.56,9.14,NA,"464.2",0,0,1,0,21,0,351,277.27,"40186-72-9","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"511","Basile et al 2011","M. terrapin","PCB 209","liver_concentration",10.2194357366771,FALSE,3.80073800738007,FALSE,10.2,8.27,NA,"498.6",0,0,1,0,22,0,326,290.81,"2051-24-3","---","---","--","-","PCB - Polychlorinated biphenyls"
"512","Basile et al 2011","M. terrapin","PBDE 100","liver_concentration",5.61128526645768,FALSE,5.12915129151291,FALSE,7.66,NA,NA,"564.7",0,1,2,9.2,18,0,265,253.86,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"513","Basile et al 2011","M. terrapin","PBDE 155","liver_concentration",2.60188087774295,FALSE,1.89421894218942,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,252,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"514","Basile et al 2011","M. terrapin","PBDE 154","liver_concentration",5.8307210031348,FALSE,3.89913899138991,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,292,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"515","Basile et al 2011","M. terrapin","PBDE 153","liver_concentration",7.36677115987461,FALSE,4.61254612546125,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,276,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
